iter	RMSE
591	14543.71594
592	14534.6579
593	14530.02439
594	14511.89188
595	14497.7088
596	14486.16766
597	14468.13782
598	14458.70477
599	14457.43691
600	14441.17933
601	14434.17846
602	14428.95087
603	14413.83012
604	14408.79453
605	14401.3057
606	14391.03247
607	14381.32935
608	14365.63545
609	14353.31626
610	14345.37939
611	14332.00447
612	14323.36267
613	14318.20355
614	14307.30799
615	14301.08794
616	14292.27218
617	14281.36518
618	14272.85818
619	14269.8896
620	14256.37069
621	14252.07473
622	14248.82176
623	14227.34439
624	14217.3327
625	14209.117
626	14198.92022
627	14195.55223
628	14178.87759
629	14170.22194
630	14161.20806
631	14145.56181
632	14126.02915
633	14119.53864
634	14112.22463
635	14105.42917
636	14097.84786
637	14076.89146
638	14072.36153
639	14068.95137
640	14052.46024
641	14043.60128
642	14025.13911
643	14011.28178
644	14000.53832
645	13991.23798
646	13985.98232
647	13974.86158
648	13953.10905
649	13940.04213
650	13929.75011
651	13919.04937
652	13912.34775
653	13902.32422
654	13885.71813
655	13873.50908
656	13870.69761
657	13863.91627
658	13849.1025
659	13840.19221
660	13834.52036
661	13827.67217
662	13814.56507
663	13812.31453
664	13807.89708
665	13802.06271
666	13788.9935
667	13774.09062
668	13759.37892
669	13746.04264
670	13741.37639
671	13732.4014
672	13707.14985
673	13702.4572
674	13696.42043
675	13683.33366
676	13681.68454
677	13672.11531
678	13654.55406
679	13630.10299
680	13624.81484
681	13612.97094
682	13606.93124
683	13601.36432
684	13596.16413
685	13591.43059
686	13580.53268
687	13576.08965
688	13573.10975
689	13562.58997
690	13550.35269
691	13541.22209
692	13531.17946
693	13522.09597
694	13520.35624
695	13504.12919
696	13502.2154
697	13491.75961
698	13487.28563
699	13486.01866
700	13478.68402
701	13472.29149
702	13459.23446
703	13454.71574
704	13453.47939
705	13438.68913
706	13433.56299
707	13414.95884
708	13397.30723
709	13391.54178
710	13382.46765
711	13365.66967
712	13354.04638
713	13350.15156
714	13346.7948
715	13336.55745
716	13321.64424
717	13310.45243
718	13302.32348
719	13294.6804
720	13285.97614
721	13275.29462
722	13273.36771
723	13265.97186
724	13254.84349
725	13249.73207
726	13237.47825
727	13221.96993
728	13213.55628
729	13200.23654
730	13190.67745
731	13181.04909
732	13173.31303
733	13160.54623
734	13155.38509
735	13148.40509
736	13136.3078
737	13132.23184
738	13121.10262
739	13111.66301
740	13102.62328
741	13098.36457
742	13088.11702
743	13081.51982
744	13071.59251
745	13065.4066
746	13058.38175
747	13055.63958
748	13054.75191
749	13046.57676
750	13041.20195
751	13038.13443
752	13025.18131
753	13016.11787
754	13003.90051
755	12993.09343
756	12982.2755
757	12980.78868
758	12968.5882
759	12944.48654
760	12938.39111
761	12917.67727
762	12911.15761
763	12879.55523
764	12864.05938
765	12852.52283
766	12849.18733
767	12845.90195
768	12838.53635
769	12835.15306
770	12827.85591
771	12820.72052
772	12813.72736
773	12798.57565
774	12786.58483
775	12776.13656
776	12771.10853
777	12765.98225
778	12763.5137
779	12755.41773
780	12737.18031
781	12731.42912
782	12722.93871
783	12709.16014
784	12699.25309
785	12690.841
786	12686.52374
787	12681.85362
788	12677.11173
789	12674.60069
790	12670.42662
791	12660.65753
792	12650.64604
793	12643.12745
794	12635.09803
795	12629.01563
796	12620.26608
797	12615.76587
798	12611.84944
799	12607.03045
800	12605.417
801	12592.78849
802	12581.97824
803	12576.01407
804	12574.78854
805	12573.8696
806	12560.07505
807	12553.95389
808	12545.77566
809	12541.60859
810	12534.63008
811	12529.82005
812	12523.95879
813	12509.19481
814	12496.89782
815	12491.87862
816	12483.59968
817	12476.61573
818	12472.33603
819	12468.34462
820	12455.18668
821	12446.60071
822	12442.66305
823	12433.03782
824	12424.62125
825	12418.6461
826	12410.96711
827	12405.65971
828	12386.71465
829	12382.22903
830	12375.06462
831	12357.23504
832	12342.98159
833	12334.16618
834	12318.25477
835	12307.16276
836	12299.64829
837	12295.96349
838	12277.60549
839	12269.64737
840	12260.39431
841	12258.09313
842	12256.75325
843	12246.90239
844	12240.59751
845	12229.05646
846	12215.92417
847	12209.36317
848	12200.7743
849	12196.23803
850	12186.27007
851	12179.36003
852	12172.32238
853	12156.84629
854	12147.62071
855	12143.14429
856	12138.76409
857	12128.21485
858	12125.35491
859	12119.14093
860	12107.92919
861	12103.46203
862	12096.2153
863	12092.60012
864	12082.78895
865	12074.52706
866	12069.90064
867	12061.24256
868	12058.34608
869	12047.80281
870	12043.97026
871	12035.06752
872	12029.80457
873	12017.67637
874	12010.41644
875	12003.0814
876	11997.52912
877	11993.96734
878	11981.42123
879	11969.65621
880	11963.35471
881	11942.18672
882	11938.95954
883	11931.17559
884	11920.84819
885	11912.79214
886	11907.67206
887	11900.36412
888	11893.78407
889	11876.62762
890	11858.4188
891	11855.88713
892	11852.07161
893	11846.71721
894	11834.82374
895	11825.95421
896	11815.97584
897	11812.29091
898	11792.97685
899	11783.55473
900	11774.8363
901	11765.6933
902	11761.44678
903	11752.07006
904	11740.37075
905	11738.93502
906	11721.87475
907	11704.74797
908	11699.33841
909	11695.92343
910	11686.95791
911	11681.82334
912	11673.42859
913	11666.4163
914	11656.77687
915	11646.35334
916	11640.16616
917	11637.18263
918	11624.93305
919	11610.89785
920	11607.51498
921	11605.71226
922	11595.16599
923	11589.77495
924	11579.22136
925	11570.04125
926	11558.14891
927	11553.15589
928	11546.95676
929	11540.43935
930	11539.4705
931	11526.17562
932	11518.50114
933	11509.45111
934	11496.8952
935	11492.01049
936	11479.74149
937	11468.75332
938	11462.48851
939	11456.56741
940	11444.06847
941	11438.93963
942	11436.74743
943	11432.59134
944	11428.8757
945	11421.57671
946	11418.43648
947	11413.97946
948	11403.56302
949	11393.25173
950	11386.86521
951	11378.76612
952	11372.20422
953	11369.03471
954	11363.79654
955	11356.62039
956	11339.64139
957	11323.20882
958	11308.9762
959	11301.10559
960	11297.38557
961	11284.66115
962	11270.95047
963	11264.56832
964	11256.06455
965	11238.51419
966	11229.31699
967	11217.65991
968	11211.45799
969	11203.95495
970	11198.43235
971	11195.76247
972	11184.03326
973	11168.72217
974	11163.02136
975	11159.07887
976	11151.00837
977	11136.99311
978	11128.0489
979	11120.18782
980	11116.60275
981	11109.99851
982	11103.17465
983	11092.83706
984	11084.65506
985	11078.26918
986	11070.30692
987	11067.10603
988	11065.34619
989	11056.1137
990	11049.61807
991	11043.46122
992	11036.6974
993	11028.89956
994	11026.1932
995	11019.76486
996	11010.72263
997	10996.35321
998	10992.17228
999	10985.53397
